frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
360,1,2089.962337651359 1422.1652537488703 2733.3059232841206 1976.5205230827892,2259.47802734375 1729.034912109375 2579.447509765625 1886.07275390625,0.38060352206230164,AP05JEO,0.2737452035960949
361,1,2090.963949934385 1422.546754582142 2733.4794279251864 1979.019298593757,2258.463134765625 1728.9200439453125 2579.234619140625 1886.1336669921875,0.37955349683761597,AP05JEO,0.27224473213361255
362,1,2089.812770130818 1424.573122686678 2736.320792520085 1982.3899967498337,2266.370068359375 1733.4423583984376 2582.16640625 1894.388623046875,0,0,0
363,1,2088.6615903272514 1426.5994907912143 2739.162157114983 1985.7606949059104,2274.277001953125 1737.9646728515625 2585.098193359375 1902.6435791015624,0,0,0
364,1,2087.510410523685 1428.6258588957503 2742.0035217098816 1989.1313930619874,2282.183935546875 1742.4869873046875 2588.02998046875 1910.89853515625,0,0,0
365,1,2086.3592307201184 1430.6522270002865 2744.8448863047797 1992.5020912180642,2290.090869140625 1747.0093017578124 2590.961767578125 1919.1534912109375,0,0,0
366,1,2085.2080509165517 1432.6785951048225 2747.6862508996783 1995.872789374141,2297.997802734375 1751.5316162109375 2593.8935546875 1927.408447265625,0.2706260085105896,AP05JEO,0.26724237463717915
367,1,2083.0140274801984 1433.5648373989518 2751.308780494411 1997.0292918308699,2298.434326171875 1751.49609375 2593.999267578125 1927.291259765625,0.27431386709213257,AP05JEO,0.5621596987226072
368,1,2084.594568613405 1437.5615434869098 2754.3890363097703 2001.5752145280303,2298.0441080729165 1755.8759765625 2593.5396321614585 1925.80517578125,0,0,0
369,1,2086.1751097466113 1441.558249574868 2757.46929212513 2006.121137225191,2297.6538899739585 1760.255859375 2593.0799967447915 1924.319091796875,0,0,0
370,1,2087.755650879818 1445.554955662826 2760.549547940489 2010.6670599223514,2297.263671875 1764.6357421875 2592.620361328125 1922.8330078125,0.36944878101348877,AP05JEO,0.3897127068038028
371,1,2088.007927702021 1448.9831328717353 2761.9762307345686 2014.897638333622,2290.9072709517045 1767.028164950284 2592.806063565341 1926.2207253196023,0,0,0
372,1,2088.2602045242234 1452.4113100806444 2763.4029135286487 2019.1282167448924,2284.550870028409 1769.4205877130682 2592.991765802557 1929.6084428267045,0,0,0
373,1,2088.5124813464263 1455.8394872895537 2764.8295963227283 2023.3587951561628,2278.1944691051135 1771.8130104758523 2593.1774680397725 1932.9961603338068,0,0,0
374,1,2088.764758168629 1459.267664498463 2766.256279116808 2027.5893735674333,2271.838068181818 1774.2054332386363 2593.3631702769885 1936.383877840909,0,0,0
375,1,2089.0170349908317 1462.6958417073722 2767.682961910888 2031.8199519787038,2265.4816672585225 1776.5978560014205 2593.5488725142045 1939.7715953480113,0,0,0
376,1,2089.2693118130346 1466.1240189162816 2769.1096447049676 2036.0505303899745,2259.1252663352275 1778.9902787642045 2593.7345747514205 1943.1593128551137,0,0,0
377,1,2089.521588635237 1469.5521961251907 2770.5363274990477 2040.281108801245,2252.768865411932 1781.3827015269887 2593.9202769886365 1946.547030362216,0,0,0
378,1,2089.77386545744 1472.9803733341 2771.9630102931274 2044.5116872125154,2246.4124644886365 1783.7751242897727 2594.1059792258525 1949.9347478693182,0,0,0
379,1,2090.026142279643 1476.4085505430094 2773.389693087207 2048.742265623786,2240.056063565341 1786.1675470525568 2594.291681463068 1953.3224653764205,0,0,0
380,1,2090.2784191018454 1479.8367277519185 2774.816375881287 2052.9728440350564,2233.6996626420455 1788.559969815341 2594.477383700284 1956.7101828835227,0,0,0
381,1,2090.5306959240484 1483.2649049608278 2776.2430586753667 2057.203422446327,2227.34326171875 1790.952392578125 2594.6630859375 1960.097900390625,0.2692044675350189,AP05JEO,0.4336257814235211
382,1,2086.9746844701694 1488.367379994495 2772.5996123731347 2063.6663469439272,2304.0234375 1807.2806396484375 2595.866455078125 1973.3089599609375,0.298751562833786,AP05JEO,0.27181637157222494
383,1,2087.1855199707297 1492.7114529958967 2774.4713258783904 2069.118050187513,2229.456298828125 1808.5357666015625 2612.953125 1972.5257568359375,0.26441818475723267,AP05JED,0.2355253846714512
384,1,2087.8101326637116 1495.376652913109 2776.6351486979033 2072.378138588391,2239.5639038085938 1810.8740844726562 2616.6578979492188 1974.2501220703125,0,0,0
385,1,2088.4347453566934 1498.041852830321 2778.7989715174162 2075.6382269892692,2249.6715087890625 1813.21240234375 2620.3626708984375 1975.9744873046875,0,0,0
386,1,2089.0593580496757 1500.707052747533 2780.9627943369287 2078.898315390147,2259.7791137695312 1815.5507202148438 2624.0674438476562 1977.6988525390625,0,0,0
387,1,2089.6839707426575 1503.3722526647452 2783.1266171564416 2082.158403791025,2269.88671875 1817.8890380859375 2627.772216796875 1979.4232177734375,0.31296664476394653,AP05JEQ,0.3912949868960228
388,1,2090.188972523655 1505.8033104612412 2784.0366414384343 2085.1276781571223,2281.0576171875 1826.4171630859375 2632.205859375 1987.8716552734375,0,0,0
389,1,2090.6939743046523 1508.234368257737 2784.9466657204266 2088.0969525232194,2292.228515625 1834.9452880859376 2636.639501953125 1996.3200927734374,0,0,0
390,1,2091.19897608565 1510.6654260542332 2785.8566900024193 2091.0662268893166,2303.3994140625 1843.4734130859374 2641.07314453125 2004.7685302734376,0,0,0
391,1,2091.703977866647 1513.096483850729 2786.7667142844116 2094.0355012554137,2314.5703125 1852.0015380859375 2645.506787109375 2013.2169677734375,0,0,0
392,1,2092.208979647645 1515.527541647225 2787.6767385664043 2097.004775621511,2325.7412109375 1860.5296630859375 2649.9404296875 2021.6654052734375,0.2577555775642395,AP05JEO,0.19754192789418243
393,1,2092.2753077666725 1518.8787512740955 2792.276888404865 2101.9417201957895,2325.9002075195312 1862.519287109375 2645.0918579101562 2020.3361511230469,0,0,0
394,1,2092.3416358857003 1522.2299609009663 2796.877038243326 2106.8786647700686,2326.0592041015625 1864.5089111328125 2640.2432861328125 2019.0068969726562,0,0,0
395,1,2092.4079640047275 1525.581170527837 2801.477188081786 2111.8156093443476,2326.2182006835938 1866.49853515625 2635.3947143554688 2017.6776428222656,0,0,0
396,1,2092.4742921237553 1528.9323801547075 2806.077337920247 2116.7525539186263,2326.377197265625 1868.4881591796875 2630.546142578125 2016.348388671875,0.3694940209388733,AP05JEQ,0.2552198874875185
