frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
616,502.0,[2369.1307906261286 1347.6320513308808 3003.251131200241 1931.9962272632467],[2603.187744140625 1623.301025390625 2796.67578125 1802.77294921875],0.3854023814201355,EY61NBG,0.6140520503650864
617,502.0,[2374.472514596405 1350.8221339258635 3014.929105185027 1936.4407338322403],[2621.611328125 1614.9158935546875 2777.5673828125 1793.2803955078125],0.2795064449310303,EY61NBG,0.664792519720928
618,502.0,[2374.4495248023527 1353.888333065745 3018.1214003717073 1939.8211254646758],[2608.078125 1650.11279296875 2806.330078125 1803.4013671875],0.28128182888031006,EY61NBG,0.7139053555118031
619,502.0,[2373.724680649132 1354.7194013779383 3019.5014055321344 1940.862513064703],[2607.993896484375 1649.2379150390625 2806.427490234375 1803.6185302734375],0.28111860156059265,EY61MBG,0.573095509792769
622,502.0,[2375.099374819768 1366.224756067077 3025.827643920199 1952.9922742339356],[2625.686279296875 1666.7926025390625 2785.582763671875 1808.0255126953125],0.30799174308776855,EY61NBG,0.3492449487009767
623,502.0,[2375.116966912836 1369.4206395909464 3026.6772695085137 1957.6007477797152],[2601.53662109375 1629.8331298828125 2799.362548828125 1836.4053955078125],0.2995889186859131,EY61NBG,0.5885156996233718
624,502.0,[2376.692111846216 1372.384825033441 3031.0387004835484 1960.970698351987],[2625.171630859375 1635.74267578125 2784.874755859375 1819.1656494140625],0.33004671335220337,EV61NBG,0.3517962272344282
625,502.0,[2376.867384670237 1373.362270800014 3033.302799142617 1962.2146082700438],[2625.26953125 1635.6610107421875 2784.8876953125 1819.0301513671875],0.3284645974636078,EV61NBG,0.3008293164984662
627,502.0,[2375.9941956433718 1382.3388874602852 3036.614958637912 1973.7249159976377],[2618.611328125 1669.727783203125 2806.58935546875 1831.0048828125],0.42570391297340393,EY61NBG,0.46429348586021574
628,502.0,[2376.477915065011 1387.2386201090344 3037.9517781866934 1978.1342460333908],[2620.0439453125 1683.94775390625 2784.810302734375 1822.85595703125],0.34901928901672363,EY61NBG,0.39970925530289064
629,502.0,[2376.5853101899693 1390.536840610459 3038.125174859595 1983.410852870305],[2626.60302734375 1665.8243408203125 2810.720947265625 1853.0533447265625],0.30505889654159546,EY61NBG,0.36525140923090066
630,502.0,[2379.6091214037224 1393.9498510445242 3043.479097201579 1988.9704385019604],[2607.5068359375 1678.8248291015625 2809.916015625 1856.3162841796875],0.3430165648460388,EY61NBG,0.476828796675417
631,502.0,[2380.3241089835847 1394.7758903200365 3045.9104932118053 1991.3649628624426],[2607.482421875 1678.367919921875 2809.805908203125 1856.3394775390625],0.34265974164009094,EY61NBG,0.5015103012442482
632,502.0,[2378.3666155140545 1397.649241409581 3046.4808061742197 1994.2512241714426],[2622.6708984375 1672.2081298828125 2801.492431640625 1836.639404296875],0.2716585397720337,EY61NBG,0.27477882833171974
633,502.0,[2377.9710724140086 1401.226209071743 3048.6950729229156 1997.8861140420506],[2628.040283203125 1728.6361083984375 2804.737060546875 1849.969482421875],0.3755517601966858,EY61NBG,0.5545511520232292
634,502.0,[2378.822638884718 1403.6463795774484 3053.6033931251413 2000.11528955637],[2607.732421875 1656.492919921875 2812.705078125 1870.5673828125],0.2621132433414459,EY61NBG,0.49855785715169076
636,502.0,[2380.09568954746 1410.6126330152665 3056.865383750075 2005.7724144078393],[2643.7119140625 1724.2598876953125 2809.283203125 1857.7181396484375],0.2692328989505768,EY61NBG,0.5561660567668796
637,502.0,[2380.3024590804207 1412.6869339834125 3057.439953959749 2006.846327661006],[2643.49658203125 1724.1690673828125 2809.745361328125 1857.8353271484375],0.2697371542453766,EY61NBG,0.5561660567668796
638,502.0,[2381.8366580548013 1415.0056156662542 3059.4771406427567 2009.2200650827647],[2619.927001953125 1706.2340087890625 2821.64208984375 1869.3333740234375],0.44185739755630493,EY61NBG,0.672400039902869
639,502.0,[2382.96881801073 1419.4545123494015 3061.620594340378 2014.3527211010453],[2656.42626953125 1714.1650390625 2795.94873046875 1853.787353515625],0.28793537616729736,EY61NBC,0.4571130862948134
640,502.0,[2383.4226047449893 1423.5905290688781 3062.6204259133547 2021.8001326398833],[2652.01171875 1711.3304443359375 2801.388427734375 1868.9000244140625],0.25383278727531433,EY61NBG,0.6437305586448586
641,502.0,[2383.9519754773282 1426.0119303658869 3063.0241511760914 2025.8357731864269],[2626.01318359375 1696.404052734375 2821.871337890625 1884.7371826171875],0.35079216957092285,EP61NBG,0.4586660142067809
642,502.0,[2384.6430590071914 1427.607723368269 3063.6817501855458 2030.4437261713506],[2638.0693359375 1706.396484375 2814.402099609375 1901.572265625],0.25113964080810547,EY61NBG,0.3093655863438348
643,502.0,[2384.9090935255394 1427.551174933396 3063.8544090405217 2032.5618574777527],[2638.26708984375 1705.94677734375 2813.857177734375 1901.338623046875],0.2502760887145996,EY61NBG,0.4445286737460272
644,502.0,[2387.5621417083507 1428.081736342619 3068.1785715071396 2035.9166169880245],[2637.110595703125 1759.063232421875 2817.913330078125 1888.4971923828125],0.471025288105011,EY61NBG,0.36148879939053796
645,502.0,[2386.9561085755295 1430.104525647113 3064.3249170116014 2039.746695062087],[2632.655517578125 1702.435302734375 2832.403076171875 1899.435546875],0.3149728775024414,EY61NBG,0.7774160882162094
646,502.0,[2390.6017507782753 1431.2561446417722 3070.4586259574116 2043.4473403919264],[2637.138916015625 1747.984130859375 2825.957275390625 1901.439697265625],0.26777103543281555,EY61NBG,0.753224616192346
647,502.0,[2392.1274413475285 1433.9528377075549 3072.234956299726 2047.4986160206613],[2625.411865234375 1725.494873046875 2850.006103515625 1911.266357421875],0.34624210000038147,EY61NBG,0.4692604028120479
648,502.0,[2392.6901606364013 1436.8372602040597 3072.175677172129 2052.044893684605],[2629.78515625 1752.5999755859375 2825.59521484375 1909.6363525390625],0.28396233916282654,EY61NBG,0.3320492933472241
649,502.0,[2392.8942998294942 1437.4061995261375 3071.7561207269428 2053.5248436148186],[2629.92041015625 1752.7342529296875 2826.002197265625 1910.0072021484375],0.28384891152381897,EY61NBG,0.3320492933472241
650,502.0,[2392.3034609597435 1441.3650310481971 3068.8712879972027 2058.2280144497895],[2636.905029296875 1775.2882080078125 2835.60302734375 1912.5997314453125],0.48837798833847046,EY61NBG,0.22651368228186447
651,502.0,[2392.2421881359005 1446.3457263458079 3069.555190395161 2065.1280249189563],[2633.842041015625 1730.843994140625 2837.528564453125 1932.818115234375],0.30986976623535156,EY61NBG,0.34504793426526337
653,502.0,[2395.5760100389634 1457.8191447803524 3075.3036958397715 2076.3479199899316],[2646.099609375 1778.6123046875 2829.27978515625 1914.6944580078125],0.46688079833984375,EY61NBG,0.6597014674922259
657,502.0,[2396.5878833466804 1469.982130066695 3084.0903518364294 2089.4785949774923],[2650.697021484375 1772.1082763671875 2842.921875 1953.2640380859375],0.3803374767303467,EY51NBC,0.42103349839874005
659,502.0,[2400.591548365007 1475.7909243522993 3096.1128876165067 2096.288619912546],[2656.16162109375 1802.6766357421875 2848.685302734375 1945.1326904296875],0.4917752742767334,EY61NBG,0.22988868162108972
660,502.0,[2400.287240954434 1479.6415795792977 3096.328206893137 2101.2528824251085],[2632.875732421875 1768.3231201171875 2864.826416015625 1975.1180419921875],0.28398624062538147,EY61NBC,0.5565702143071797
661,502.0,[2399.8108989546167 1480.9368347584968 3096.0480611438 2103.308021028953],[2632.973876953125 1768.4432373046875 2864.496826171875 1974.9202880859375],0.28499510884284973,EY61NBC,0.5405742517902541
663,502.0,[2399.584718286169 1488.8305064070028 3096.119633124854 2112.5845285262717],[2653.259765625 1813.1678466796875 2851.60107421875 1956.5914306640625],0.4593551754951477,EY61MBG,0.40597625329957193
664,502.0,[2401.6198614303366 1493.9297188569376 3100.830177209954 2118.246005650473],[2669.08056640625 1767.2337646484375 2832.485595703125 1944.72705078125],0.2814413011074066,EY61NBC,0.2444188732846343
665,502.0,[2402.709771153964 1498.9098110170028 3104.423006533401 2123.192168432791],[2667.391357421875 1821.608642578125 2844.710693359375 1969.0631103515625],0.4024363160133362,EY61NBG,0.4552067882937232
668,502.0,[2406.702266829769 1510.1827226585685 3122.23018036897 2131.797595588611],[2660.4970703125 1847.722412109375 2865.45947265625 1992.3779296875],0.4812965393066406,EY61NBG,0.36849206308148474
669,502.0,[2405.5400790411963 1514.265937260349 3121.813227428466 2135.385787155327],[2656.7900390625 1856.8509521484375 2869.500244140625 1984.9039306640625],0.5876228213310242,EY61NBG,0.791488647047356
670,502.0,[2404.942650040597 1517.648011270147 3122.004698914254 2138.627186175908],[2669.544921875 1824.0574951171875 2845.56591796875 1984.5003662109375],0.3625176250934601,EY61MBG,0.6708400199656663
671,502.0,[2403.943634307132 1519.7723551976342 3120.4571730667813 2141.215935630998],[2672.784912109375 1850.531982421875 2859.838134765625 1994.1416015625],0.45087000727653503,EY61NBG,0.4972019366863466
672,502.0,[2406.784233967978 1520.077087568924 3124.0742535202185 2142.091642139116],[2658.221923828125 1842.933837890625 2874.236328125 2001.782958984375],0.4466470181941986,EY61NBG,0.3144832609561457
673,502.0,[2407.4317891341493 1519.9776339297173 3124.913887515517 2142.40886673805],[2658.211181640625 1842.58447265625 2874.2177734375 2001.90380859375],0.44606122374534607,EY61NBG,0.3144832609561457
674,502.0,[2407.7807549501904 1522.3655257862836 3125.7133060137767 2144.425511726462],[2661.614013671875 1846.0272216796875 2879.817138671875 2010.1212158203125],0.28450000286102295,EY61NBG,0.428591215015495
675,502.0,[2406.4225192927706 1523.9974195518269 3122.415875658734 2146.100107598846],[2666.972900390625 1868.493896484375 2869.965087890625 2007.5625],0.5108664631843567,EY61NBG,0.7461426679929993
676,502.0,[2407.678465141702 1525.5523528767455 3120.019412077041 2146.896405317395],[2673.16552734375 1859.4140625 2870.208984375 2016.925048828125],0.33889466524124146,EY61NBG,0.6657211197751786
677,502.0,[2411.0272349596244 1527.6183329025207 3123.8185291811606 2146.810149734276],[2679.876708984375 1877.7147216796875 2870.1181640625 2012.3719482421875],0.4454456865787506,EY61NBG,0.47464085297707576
678,502.0,[2413.865237548796 1529.0213323574887 3128.5980410374227 2145.5646218409256],[2669.961181640625 1849.20849609375 2873.022216796875 2026.09716796875],0.3974758982658386,EY61MBG,0.3618129684993317
679,502.0,[2414.665765455067 1529.9714977979347 3131.004190747179 2144.563289274458],[2669.929931640625 1849.1085205078125 2872.97265625 2026.0718994140625],0.3969016373157501,EY61MBG,0.3618129684993317
680,502.0,[2416.4965050159285 1531.7628268556286 3136.6657123627697 2144.364091301965],[2677.1162109375 1880.685791015625 2890.074462890625 2036.1690673828125],0.5036680102348328,EY61MBG,0.4897377395071431
681,502.0,[2416.5092637187927 1535.6992111493535 3135.7375394641394 2144.3248717316233],[2668.226318359375 1876.923828125 2878.434814453125 2034.125],0.5408066511154175,EY61NBG,0.7593370788905137
682,502.0,[2418.9960556780934 1541.0386418200355 3139.3856369963123 2144.985084760426],[2692.020263671875 1839.9114990234375 2869.645751953125 2041.880859375],0.29330506920814514,EY61NBG,0.48015116448293793
683,502.0,[2423.124154601706 1545.8112403982482 3146.993101959188 2145.4117450905305],[2684.468994140625 1851.222412109375 2884.18994140625 2055.094482421875],0.3180747926235199,EY61NBG,0.5942680371986936
684,502.0,[2421.9703450448983 1551.9949529048847 3145.708714599595 2145.507889113295],[2675.808349609375 1874.2239990234375 2868.819091796875 2050.07470703125],0.4184959828853607,EY61NBG,0.589988813377567
685,502.0,[2421.346981316525 1555.3073249739207 3144.7900846900916 2144.508319336813],[2675.736328125 1874.3624267578125 2868.75439453125 2050.05419921875],0.4167485535144806,EY61NBG,0.589988813377567
686,502.0,[2423.6881158998153 1558.8728780276556 3149.731358519339 2143.3972574546924],[2683.372314453125 1920.8682861328125 2889.129638671875 2056.642333984375],0.5524262189865112,EY61MBG,0.6600116748390773
687,502.0,[2425.3265725936544 1562.5063644000684 3155.36691578928 2143.50512842361],[2675.68798828125 1875.752197265625 2883.7236328125 2076.8349609375],0.30793482065200806,EY61MBG,0.350879119091665
689,502.0,[2422.5940263859025 1571.3233098668493 3156.810585580803 2145.557881208372],[2695.91552734375 1901.7491455078125 2884.438720703125 2062.532958984375],0.4465619921684265,EY61NBG,0.7317951030583396
690,502.0,[2425.886307526669 1574.1035698894946 3164.1388094988606 2145.8508368688986],[2702.375244140625 1920.5643310546875 2886.733154296875 2077.664306640625],0.3129548728466034,EY51NBG,0.5115724822485715
691,502.0,[2426.4878059911757 1575.7138196893627 3167.5889735251753 2145.541712280735],[2702.3720703125 1920.6566162109375 2886.732177734375 2077.708251953125],0.3136443495750427,EY51NBG,0.5115724822485715
692,502.0,[2429.2583681649235 1578.236281045804 3173.3337777952725 2145.8372625921897],[2679.6220703125 1954.87255859375 2902.16259765625 2079.1220703125],0.6035893559455872,EY61NBG,0.9075053920234553
694,502.0,[2430.1445050650523 1587.9748464399036 3171.7767613313968 2147.1415804953026],[2703.99267578125 1940.90478515625 2905.041015625 2091.53466796875],0.4648778736591339,EY61NBG,0.34367397228451213
696,502.0,[2430.231147642647 1597.9463838379265 3169.1620154362986 2149.6552593351853],[2684.11669921875 1954.7691650390625 2918.13134765625 2119.133056640625],0.2819938361644745,EY61NBG,0.7098111729470191
697,502.0,[2430.3290415104057 1600.85210155867 3168.870177144502 2149.848250445524],[2684.130126953125 1954.7003173828125 2918.131591796875 2119.243896484375],0.28138467669487,EY61NBG,0.7098111729470191
698,502.0,[2434.485012346763 1604.6121245974275 3177.842896262383 2150.4569512284215],[2693.748779296875 1937.8868408203125 2905.275390625 2110.7001953125],0.40177711844444275,EY61NBG,0.28687854183779465
699,502.0,[2439.1595053995825 1608.0404309213422 3190.7882898501193 2151.407900270656],[2711.5078125 1953.493408203125 2907.36767578125 2115.015869140625],0.3391408920288086,EY61NBG,0.816059064588588
822,830.0,[2282.0366475229166 924.0689887985936 3007.0028653250265 1847.5936183384601],[2571.4775390625 1607.0709228515625 2772.6708984375 1718.593505859375],0.3234832286834717,BG65USJ,0.6312635878686965
823,830.0,[2284.651216399511 924.5538162900579 3006.7423298989197 1845.7914000489882],[2571.514892578125 1607.063232421875 2772.667236328125 1718.592041015625],0.32077643275260925,BG65USJ,0.6312635878686965
833,846.0,[2304.3533074077436 939.9647177619997 3016.7355377293693 1876.894000324298],[2575.356689453125 1641.4794921875 2774.371826171875 1755.739501953125],0.36076614260673523,BG65USJ,0.3325962018845447
838,846.0,[2297.0048316094385 955.5178405803574 3025.6178882396557 1907.4074812287056],[2575.83984375 1656.0120849609375 2780.537109375 1768.8768310546875],0.5369914174079895,BG65USJ,0.5695281034007481
839,851.0,[2310.9357233124556 950.9476574939454 3025.281466983479 1909.6007300378515],[2566.47607421875 1655.3953857421875 2780.69921875 1768.4036865234375],0.3336425721645355,BC65USJ,0.4635244485771588
848,858.0,[2270.9361047927064 973.7191785964544 3040.1116711656246 1943.4226956304503],[2563.622314453125 1691.20751953125 2768.7890625 1803.087158203125],0.4111962914466858,BG65USJ,0.4660736073484717
849,858.0,[2288.274348263489 977.7566688279693 3043.02718903306 1947.3406351717754],[2576.13232421875 1699.6220703125 2771.7607421875 1808.1083984375],0.39955878257751465,BG65USJ,0.44135428229885926
869,868.0,[2302.0361499989194 1008.1989518137248 3104.9576810487915 2005.770369473933],[2578.034423828125 1748.529541015625 2793.2119140625 1860.2110595703125],0.3448546826839447,BG65USJ,0.5808297121286643
881,891.0,[2307.7958816955265 1034.4807559841274 3118.4800367081702 2061.200635872291],[2583.117431640625 1800.7576904296875 2787.633056640625 1908.988037109375],0.6034523248672485,BG65USJ,0.768980802212491
882,891.0,[2306.392608141862 1037.7343423663435 3117.9345293694096 2067.1523164119926],[2582.173828125 1800.076904296875 2795.8798828125 1912.1202392578125],0.4636337459087372,BC65USJ,0.9236670821713455
883,891.0,[2305.8601383710243 1038.1984085426895 3117.68785914952 2069.3290020739805],[2582.1650390625 1800.076904296875 2795.826416015625 1912.140380859375],0.4634312391281128,BC65USJ,0.9236670821713455
884,891.0,[2304.174602747335 1042.4923132783736 3099.4699719459354 2067.6616054822216],[2584.426025390625 1808.19775390625 2794.38720703125 1923.6552734375],0.40695324540138245,BG65USJ,0.30020379675239284
896,891.0,[2316.417641727242 1046.4476631435457 3112.727206250732 2126.728741998124],[2585.030029296875 1850.9267578125 2806.4296875 1987.458251953125],0.29331693053245544,BG65USJ,0.5366353415670884
899,868.0,[2290.2697517694305 1056.1801500720942 3122.676303346557 2120.554458606427],[2578.784423828125 1871.5950927734375 2795.471923828125 1984.6165771484375],0.5523073673248291,BG65USJ,0.5581665575425047
902,868.0,[2291.2112015392654 1063.601332343227 3127.13195445274 2130.7747337171954],[2579.501953125 1881.1512451171875 2784.112060546875 1999.4996337890625],0.4099899232387543,BG65USJ,0.7883353325289413
903,868.0,[2272.7395658307214 1065.2397154796479 3124.5573887655582 2134.8059751365263],[2571.912841796875 1882.64794921875 2795.35791015625 1994.4111328125],0.5817381739616394,BG65USJ,0.5918700822306989
904,868.0,[2276.118440087556 1067.8394921697436 3127.1197316501934 2138.4399122430414],[2572.72509765625 1887.4208984375 2805.678466796875 2000.914794921875],0.5937705636024475,BG65USJ,0.5383875832854579
905,868.0,[2280.787470287698 1073.7998071231725 3134.113110287757 2142.2620455583847],[2573.54296875 1895.4884033203125 2800.68896484375 2009.1683349609375],0.5420634150505066,BG65USJ,0.46267887506146105
909,868.0,[2271.8872499444888 1083.2766229413337 3128.790453062121 2148.2816225028955],[2572.935302734375 1899.3548583984375 2799.225830078125 2018.5660400390625],0.46990442276000977,BG65USJ,0.6195401804464495
910,868.0,[2247.4518929644655 1086.6805430157754 3101.574338167511 2150.1870453003103],[2577.8759765625 1904.8271484375 2814.697998046875 2017.64208984375],0.44976478815078735,BG65USJ,0.5944230529103496
911,868.0,[2261.5522703210886 1092.4908992407854 3114.401850206547 2152.711771541875],[2568.347412109375 1919.865966796875 2809.082763671875 2033.249267578125],0.48448893427848816,BG65USJ,0.9047818316214609
926,928.0,[2265.2763418438994 1140.237862777918 3167.6931100447805 2148.2373456965333],[2571.824951171875 1977.3306884765625 2808.98291015625 2089.853271484375],0.5949247479438782,BG65USJ,0.5312194138407348
927,532.0,[1132.141491031923 1067.1855704730956 1672.7952393801436 1577.902032862829],[1302.8712158203125 1356.1982421875 1490.56787109375 1480.0577392578125],0.39848074316978455,IK64DMV,0.24868256978968936
927,928.0,[2273.5357814634617 1141.0999668158008 3165.1524138084687 2145.9330638895553],[2571.16357421875 1981.3363037109375 2811.063232421875 2087.484619140625],0.36597996950149536,GC65USJ,0.4456927051403649
928,928.0,[2268.9981147899025 1142.4485652048609 3152.4127749589534 2144.7460546065777],[2574.723388671875 1989.7005615234375 2816.14453125 2102.7724609375],0.48381271958351135,GG65USJ,0.30051663852528515
928,532.0,[1132.4189746697912 1069.8542112068428 1673.7115977459684 1580.5963639466802],[1296.1319580078125 1360.98486328125 1479.33544921875 1485.9862060546875],0.2525865435600281,AK64DMV,0.3040503914661756
930,928.0,[2263.73582461433 1144.416967575812 3149.350006219471 2145.0624188003003],[2587.4267578125 1992.4595947265625 2815.530517578125 2103.808837890625],0.478853315114975,BG65USJ,0.888065507016819
931,928.0,[2259.2510749895973 1144.5406936894292 3151.784442360061 2145.4026873665853],[2587.11279296875 1992.365478515625 2815.52001953125 2103.86279296875],0.479115754365921,BC65USJ,0.5958272996904633
937,942.0,[2240.851349365773 1158.7192875210474 3162.41909836763 2147.7692598136823],[2582.114013671875 2013.8790283203125 2828.65234375 2141.489501953125],0.6021088361740112,OG65USJ,0.2767931809487006
942,532.0,[1091.451649550489 1088.1969763216603 1659.411737716554 1604.166209261497],[1286.330322265625 1384.2198486328125 1476.4150390625 1508.229248046875],0.27076655626296997,AK64DMV,0.5726059971828196
943,532.0,[1090.1535370326576 1088.3506791434952 1657.7271596737075 1604.6592374855536],[1286.3441162109375 1384.20849609375 1476.4471435546875 1508.249267578125],0.2695227563381195,AK64DMV,0.5726059971828196
945,532.0,[1092.057873898143 1096.073090536677 1659.4218428831045 1612.0091724325155],[1303.3675537109375 1396.2998046875 1472.390380859375 1507.315185546875],0.34581804275512695,AK64DMV,0.33102830214234935
946,532.0,[1091.96650915276 1094.6689342079308 1659.2094360834112 1611.7973651177813],[1293.522216796875 1385.43896484375 1474.937255859375 1518.1724853515625],0.33968544006347656,AK64DMV,0.5651193712149677
947,532.0,[1093.6724390343911 1094.4994521926224 1659.7188859775506 1613.0431487624955],[1281.7208251953125 1400.1500244140625 1470.7518310546875 1515.4530029296875],0.4367201030254364,AK64OMV,0.46965358648842515
948,532.0,[1092.9122127640107 1095.725396809943 1657.29299827035 1615.60696271392],[1273.0643310546875 1400.5621337890625 1469.5872802734375 1518.34033203125],0.4737572968006134,AH64OMV,0.27836507965828355
949,532.0,[1092.9867496771697 1096.1459887181977 1656.066725144656 1616.9966827033754],[1273.106689453125 1400.56689453125 1469.6312255859375 1518.3626708984375],0.47486990690231323,AH64OMV,0.27836507965828355
950,532.0,[1092.6120712197803 1097.0272192725365 1653.8814509010572 1618.7950112977496],[1271.892822265625 1400.56494140625 1468.026611328125 1522.7852783203125],0.46602270007133484,AM64DMV,0.13459812108325803
952,532.0,[1094.1846882615453 1104.7021290822363 1648.9474379403562 1625.2926280326174],[1278.3671875 1407.61083984375 1463.2847900390625 1519.98046875],0.4832143485546112,AK64OMV,0.45736048667361917
954,532.0,[1097.99831388926 1106.3368430728797 1653.6408081368675 1630.3047635003],[1277.120849609375 1410.9671630859375 1461.27001953125 1517.7652587890625],0.3331192135810852,IK64OKV,0.1686076492242873
955,532.0,[1098.4059989832756 1106.135670564483 1654.6570365416503 1631.8980055960242],[1277.2239990234375 1410.9466552734375 1461.415283203125 1517.887939453125],0.3335781693458557,IK64OKV,0.1686076492242873
959,532.0,[1092.8107817489968 1115.6517084972636 1651.6180316447999 1643.2238239707528],[1279.029541015625 1416.75732421875 1451.1201171875 1526.765625],0.394040584564209,AK64DHV,0.4398130752050635
963,532.0,[1084.0713608622025 1119.898684486634 1647.810345252626 1649.276304208065],[1289.31787109375 1425.7442626953125 1459.0015869140625 1541.9620361328125],0.4029594957828522,AK64DGV,0.25497485321042923
965,532.0,[1083.3506457253125 1120.26536657944 1652.3232425170331 1650.2585384275421],[1276.6788330078125 1428.476806640625 1438.4298095703125 1541.719482421875],0.32272741198539734,AK64DMV,0.6722248560227249
969,532.0,[1078.6614008092906 1130.1917724384393 1651.5671084053615 1658.5977748448504],[1256.8861083984375 1424.4986572265625 1455.7401123046875 1539.4654541015625],0.26315420866012573,AN64DMV,0.25889584984568187
974,532.0,[1070.3199694034531 1138.8898879620886 1651.1895020139762 1667.0906389027439],[1242.492431640625 1432.904296875 1448.4744873046875 1556.57958984375],0.4119376540184021,AK64DMV,0.3137388623830193
975,532.0,[1071.2629654191053 1139.0523547817102 1654.3859671483426 1666.96968169586],[1215.1947021484375 1432.91455078125 1446.357666015625 1557.309814453125],0.37387630343437195,AK64DMY,0.28174786990288314
982,532.0,[1061.2126892871313 1151.754567405951 1644.9951801955842 1680.9829826644204],[1238.24267578125 1453.24853515625 1440.58447265625 1573.7821044921875],0.3150680363178253,AK64DMV,0.42185792437860786
986,532.0,[1054.7679546311217 1159.0362686368992 1627.6553644650783 1690.3768816125423],[1261.81982421875 1461.3504638671875 1447.214111328125 1591.9259033203125],0.27747395634651184,AK64DMV,0.4352541948513702
987,532.0,[1054.25112551311 1160.073325638975 1627.0906147504968 1691.4660728899994],[1246.6065673828125 1461.8323974609375 1446.1322021484375 1588.2806396484375],0.3514585494995117,AK64OMV,0.7348096366999339
988,532.0,[1053.255822344685 1161.4328800120898 1626.973584647505 1693.1525031999358],[1225.6640625 1452.626220703125 1451.655029296875 1586.923828125],0.3317243754863739,AK64OMV,0.4130161487215188
1000,532.0,[1030.8640822838393 1167.4645500508614 1622.5177894065528 1712.8531099910451],[1226.458740234375 1486.2264404296875 1431.98291015625 1603.7750244140625],0.3779395520687103,AK64OMV,0.5462783108125677
1004,532.0,[1024.0722801033419 1174.8301732170116 1620.5141466880666 1721.8851756287427],[1202.9755859375 1496.241943359375 1411.5714111328125 1615.664794921875],0.32271429896354675,AK64DMV,0.6907131343613774
1005,532.0,[1021.9830363178214 1176.3080910455328 1619.8559024917588 1725.2844187190722],[1189.893310546875 1499.802978515625 1404.7056884765625 1614.993896484375],0.38203680515289307,AK64DMV,0.7022881934921658
1006,532.0,[1021.0667984290737 1177.6968676790189 1618.3510222810435 1727.1190646631571],[1186.1190185546875 1496.0086669921875 1406.0240478515625 1615.505126953125],0.2530112862586975,AK64DMV,0.850994990025363
1007,532.0,[1021.8254679323074 1179.2916590703685 1617.9714998498605 1730.0189126852993],[1225.8134765625 1501.026123046875 1409.6572265625 1619.6279296875],0.27592194080352783,AK64DMV,0.690422744090824
1008,532.0,[1021.9563476510639 1180.6810308089937 1618.1167852093763 1732.5451171224297],[1221.957763671875 1509.0238037109375 1396.951904296875 1615.6468505859375],0.31147897243499756,AK54DMV,0.5528717539215154
1009,532.0,[1021.843705326739 1180.9641778605599 1618.1419757207627 1733.6452357469514],[1221.9349365234375 1509.043212890625 1396.9888916015625 1615.667724609375],0.31083911657333374,AK54DMV,0.5528717539215154
1011,532.0,[1016.0963991557712 1184.763928210433 1615.076477674196 1738.9778460552182],[1190.197998046875 1505.67041015625 1414.9490966796875 1635.869384765625],0.28267166018486023,AK64DMV,0.2625924873420039
1012,532.0,[1015.8309446039265 1186.4859227415072 1615.2806957327543 1741.3984666532],[1206.2559814453125 1509.1871337890625 1408.3721923828125 1625.4891357421875],0.3862159848213196,AK64DMV,0.3405265933595852
1013,532.0,[1015.8518764203093 1189.1736673133264 1615.0232579845535 1745.345226255637],[1184.8741455078125 1499.3760986328125 1413.6219482421875 1625.4134521484375],0.36580079793930054,AK64DMV,0.479775592257351
1014,532.0,[1016.0517247995876 1190.8774836243522 1616.045626900945 1748.2877492148439],[1170.2425537109375 1500.5230712890625 1400.873291015625 1619.9627685546875],0.41577062010765076,AR64DMV,0.3743541714615792
1015,532.0,[1015.9554826312935 1191.2003612016015 1616.558454479736 1749.4357847236329],[1171.280029296875 1500.488525390625 1401.02392578125 1619.8927001953125],0.41566628217697144,AK64DMV,0.5431427153632205
1019,532.0,[1003.2585845337424 1200.272401470407 1617.0056370684636 1762.533987166378],[1183.880126953125 1515.4954833984375 1403.27490234375 1637.634521484375],0.3393113911151886,AK64DMV,0.411860215311502
1020,532.0,[1004.5646377802253 1202.200738832091 1619.268019467554 1763.746162924588],[1193.139892578125 1520.1448974609375 1392.6873779296875 1636.7486572265625],0.29345133900642395,AK64DMV,0.5665878714389336
1021,532.0,[1004.8305313422143 1202.956174091217 1620.3543197464332 1763.9521275723744],[1193.3013916015625 1520.192626953125 1392.4666748046875 1636.559814453125],0.2945365309715271,AK64DMV,0.5665878714389336
1023,532.0,[1000.3452006468468 1204.5282315382294 1616.1507154444525 1767.9551053543394],[1173.8929443359375 1534.457275390625 1391.765380859375 1646.6375732421875],0.3472674489021301,AH64DMV,0.5690856545057321
1024,532.0,[1000.0656440825308 1206.640056380163 1614.9677992016902 1770.716394562402],[1175.812255859375 1535.3909912109375 1395.2916259765625 1646.5477294921875],0.4535987079143524,AO64DMV,0.8600932773006893
1025,532.0,[998.741826504318 1209.714708622013 1613.5300544171937 1774.4633061274862],[1168.481201171875 1532.33642578125 1407.3543701171875 1650.78955078125],0.3441685140132904,AK64OMV,0.3005022861110764
1035,532.0,[981.2059310906956 1227.8538498585206 1595.6429739570535 1798.9663371883842],[1178.4954833984375 1551.8009033203125 1388.5035400390625 1674.4207763671875],0.35605737566947937,AK64DMV,0.8280632681294676
